"CISP";"AISP";"RISP";"Município";"Mês";"Ano";"Feminicídio";"Tentativa de feminicídio";"Fase"
108;38;7;"Areal";"5";"2024";0;0;3
108;38;7;"Comendador Levy Gasparian";"5";"2024";0;0;3
108;38;7;"Três Rios";"5";"2024";0;0;3
109;38;7;"Sapucaia";"5";"2024";0;0;3
110;30;7;"Teresópolis";"5";"2024";0;0;3
111;30;7;"Sumidouro";"5";"2024";0;0;3
112;30;7;"Carmo";"5";"2024";0;0;3
118;25;4;"Araruama";"5";"2024";0;0;3
119;35;4;"Rio Bonito";"5";"2024";0;0;3
120;35;4;"Silva Jardim";"5";"2024";0;0;3
121;32;6;"Casimiro de Abreu";"5";"2024";0;0;3
122;32;6;"Conceição de Macabu";"5";"2024";0;0;3
123;32;6;"Macaé";"5";"2024";0;0;3
124;25;4;"Saquarema";"5";"2024";0;0;3
125;25;4;"São Pedro da Aldeia";"5";"2024";0;0;3
126;25;4;"Cabo Frio";"5";"2024";1;0;3
127;25;4;"Armação dos Búzios";"5";"2024";0;0;3
128;32;6;"Rio das Ostras";"5";"2024";0;1;3
129;25;4;"Iguaba Grande";"5";"2024";0;0;3
130;32;6;"Carapebus";"5";"2024";0;0;3
130;32;6;"Quissamã";"5";"2024";0;0;3
132;25;4;"Arraial do Cabo";"5";"2024";0;0;3
134;8;6;"Campos dos Goytacazes";"5";"2024";0;0;3
135;36;6;"Itaocara";"5";"2024";0;0;3
136;36;6;"Aperibé";"5";"2024";0;0;3
136;36;6;"Santo Antônio de Pádua";"5";"2024";0;0;3
137;36;6;"Miracema";"5";"2024";0;0;3
138;29;6;"Laje do Muriaé";"5";"2024";0;0;3
139;29;6;"Porciúncula";"5";"2024";0;0;3
140;29;6;"Natividade";"5";"2024";0;0;3
140;29;6;"Varre-Sai";"5";"2024";0;0;3
141;8;6;"São Fidélis";"5";"2024";0;0;3
142;36;6;"Cambuci";"5";"2024";0;0;3
143;29;6;"Itaperuna";"5";"2024";0;0;3
143;29;6;"São José de Ubá";"5";"2024";0;1;3
144;29;6;"Bom Jesus do Itabapoana";"5";"2024";0;0;3
145;8;6;"São João da Barra";"5";"2024";0;1;3
146;8;6;"Campos dos Goytacazes";"5";"2024";1;0;3
147;8;6;"São Francisco de Itabapoana";"5";"2024";1;0;3
148;29;6;"Cardoso Moreira";"5";"2024";0;1;3
148;29;6;"Italva";"5";"2024";0;0;3
151;11;7;"Nova Friburgo";"5";"2024";0;0;3
152;11;7;"Duas Barras";"5";"2024";0;0;3
153;11;7;"Cantagalo";"5";"2024";0;0;3
154;11;7;"Cordeiro";"5";"2024";0;0;3
154;11;7;"Macuco";"5";"2024";0;0;3
155;36;6;"São Sebastião do Alto";"5";"2024";0;0;3
156;11;7;"Santa Maria Madalena";"5";"2024";0;0;3
157;11;7;"Trajano de Moraes";"5";"2024";0;0;3
158;11;7;"Bom Jardim";"5";"2024";0;0;3
159;35;4;"Cachoeiras de Macacu";"5";"2024";0;1;3
165;33;5;"Mangaratiba";"5";"2024";0;1;3
166;33;5;"Angra dos Reis";"5";"2024";0;1;3
167;33;5;"Paraty";"5";"2024";0;0;3
168;28;5;"Rio Claro";"5";"2024";0;0;3
1;5;1;"Rio de Janeiro";"4";"2024";0;0;3
4;5;1;"Rio de Janeiro";"4";"2024";0;0;3
5;5;1;"Rio de Janeiro";"4";"2024";0;0;3
6;4;1;"Rio de Janeiro";"4";"2024";0;0;3
7;5;1;"Rio de Janeiro";"4";"2024";0;0;3
9;2;1;"Rio de Janeiro";"4";"2024";0;0;3
10;2;1;"Rio de Janeiro";"4";"2024";0;0;3
11;23;1;"Rio de Janeiro";"4";"2024";0;1;3
12;19;1;"Rio de Janeiro";"4";"2024";0;0;3
13;19;1;"Rio de Janeiro";"4";"2024";0;0;3
14;23;1;"Rio de Janeiro";"4";"2024";0;0;3
15;23;1;"Rio de Janeiro";"4";"2024";0;0;3
16;31;2;"Rio de Janeiro";"4";"2024";0;1;3
17;4;1;"Rio de Janeiro";"4";"2024";0;0;3
18;6;1;"Rio de Janeiro";"4";"2024";0;0;3
19;6;1;"Rio de Janeiro";"4";"2024";0;0;3
20;6;1;"Rio de Janeiro";"4";"2024";0;1;3
21;22;1;"Rio de Janeiro";"4";"2024";0;1;3
22;16;1;"Rio de Janeiro";"4";"2024";0;0;3
23;3;1;"Rio de Janeiro";"4";"2024";0;0;3
24;3;1;"Rio de Janeiro";"4";"2024";0;0;3
25;3;1;"Rio de Janeiro";"4";"2024";1;0;3
26;3;1;"Rio de Janeiro";"4";"2024";0;0;3
27;41;2;"Rio de Janeiro";"4";"2024";0;0;3
28;18;2;"Rio de Janeiro";"4";"2024";0;0;3
29;9;2;"Rio de Janeiro";"4";"2024";0;0;3
30;9;2;"Rio de Janeiro";"4";"2024";0;0;3
31;41;2;"Rio de Janeiro";"4";"2024";0;0;3
32;18;2;"Rio de Janeiro";"4";"2024";0;5;3
33;14;2;"Rio de Janeiro";"4";"2024";0;0;3
34;14;2;"Rio de Janeiro";"4";"2024";1;2;3
35;40;2;"Rio de Janeiro";"4";"2024";1;1;3
36;27;2;"Rio de Janeiro";"4";"2024";1;0;3
37;17;1;"Rio de Janeiro";"4";"2024";3;1;3
38;16;1;"Rio de Janeiro";"4";"2024";0;0;3
39;41;2;"Rio de Janeiro";"4";"2024";0;2;3
40;9;2;"Rio de Janeiro";"4";"2024";0;0;3
41;18;2;"Rio de Janeiro";"4";"2024";0;0;3
42;31;2;"Rio de Janeiro";"4";"2024";0;1;3
43;27;2;"Rio de Janeiro";"4";"2024";0;0;3
44;3;1;"Rio de Janeiro";"4";"2024";0;0;3
48;24;3;"Seropédica";"4";"2024";0;0;3
50;24;3;"Itaguaí";"4";"2024";0;0;3
51;24;3;"Paracambi";"4";"2024";0;0;3
52;20;3;"Nova Iguaçu";"4";"2024";0;0;3
53;20;3;"Mesquita";"4";"2024";0;0;3
54;39;3;"Belford Roxo";"4";"2024";0;1;3
55;24;3;"Queimados";"4";"2024";0;0;3
56;20;3;"Nova Iguaçu";"4";"2024";0;0;3
57;20;3;"Nilópolis";"4";"2024";0;0;3
58;20;3;"Nova Iguaçu";"4";"2024";0;3;3
59;15;3;"Duque de Caxias";"4";"2024";0;0;3
60;15;3;"Duque de Caxias";"4";"2024";0;1;3
61;15;3;"Duque de Caxias";"4";"2024";0;0;3
62;15;3;"Duque de Caxias";"4";"2024";0;0;3
63;24;3;"Japeri";"4";"2024";0;1;3
64;21;3;"São João de Meriti";"4";"2024";0;0;3
65;34;3;"Magé";"4";"2024";0;0;3
66;34;3;"Magé";"4";"2024";0;1;3
67;34;3;"Guapimirim";"4";"2024";0;2;3
70;35;4;"Tanguá";"4";"2024";0;0;3
71;35;4;"Itaboraí";"4";"2024";0;1;3
72;7;4;"São Gonçalo";"4";"2024";0;0;3
73;7;4;"São Gonçalo";"4";"2024";0;1;3
74;7;4;"São Gonçalo";"4";"2024";0;0;3
75;7;4;"São Gonçalo";"4";"2024";0;0;3
76;12;4;"Niterói";"4";"2024";0;0;3
77;12;4;"Niterói";"4";"2024";0;0;3
78;12;4;"Niterói";"4";"2024";0;0;3
79;12;4;"Niterói";"4";"2024";0;0;3
81;12;4;"Niterói";"4";"2024";0;0;3
82;12;4;"Maricá";"4";"2024";1;2;3
88;10;5;"Barra do Piraí";"4";"2024";0;0;3
89;37;5;"Resende";"4";"2024";0;1;3
90;28;5;"Barra Mansa";"4";"2024";0;0;3
91;10;5;"Valença";"4";"2024";0;0;3
92;10;5;"Rio das Flores";"4";"2024";0;0;3
93;28;5;"Volta Redonda";"4";"2024";0;0;3
94;10;5;"Piraí";"4";"2024";0;1;3
95;10;5;"Vassouras";"4";"2024";0;0;3
96;10;5;"Miguel Pereira";"4";"2024";0;0;3
96;10;5;"Paty do Alferes";"4";"2024";0;0;3
97;10;5;"Mendes";"4";"2024";0;0;3
98;10;5;"Engenheiro Paulo de Frontin";"4";"2024";0;0;3
99;37;5;"Itatiaia";"4";"2024";0;0;3
100;37;5;"Porto Real";"4";"2024";0;0;3
100;37;5;"Quatis";"4";"2024";0;0;3
101;28;5;"Pinheiral";"4";"2024";0;0;3
104;30;7;"São José do Vale do Rio Preto";"4";"2024";0;0;3
105;26;7;"Petrópolis";"4";"2024";0;1;3
106;26;7;"Petrópolis";"4";"2024";0;0;3
107;38;7;"Paraíba do Sul";"4";"2024";0;0;3
108;38;7;"Areal";"4";"2024";0;0;3
108;38;7;"Comendador Levy Gasparian";"4";"2024";0;0;3
108;38;7;"Três Rios";"4";"2024";0;0;3
109;38;7;"Sapucaia";"4";"2024";0;0;3
110;30;7;"Teresópolis";"4";"2024";0;2;3
111;30;7;"Sumidouro";"4";"2024";0;0;3
112;30;7;"Carmo";"4";"2024";0;0;3
118;25;4;"Araruama";"4";"2024";0;0;3
119;35;4;"Rio Bonito";"4";"2024";0;0;3
120;35;4;"Silva Jardim";"4";"2024";0;0;3
121;32;6;"Casimiro de Abreu";"4";"2024";0;0;3
122;32;6;"Conceição de Macabu";"4";"2024";0;0;3
123;32;6;"Macaé";"4";"2024";0;0;3
124;25;4;"Saquarema";"4";"2024";0;0;3
125;25;4;"São Pedro da Aldeia";"4";"2024";0;0;3
126;25;4;"Cabo Frio";"4";"2024";0;1;3
127;25;4;"Armação dos Búzios";"4";"2024";0;0;3
128;32;6;"Rio das Ostras";"4";"2024";0;0;3
129;25;4;"Iguaba Grande";"4";"2024";0;0;3
130;32;6;"Carapebus";"4";"2024";0;0;3
130;32;6;"Quissamã";"4";"2024";0;0;3
132;25;4;"Arraial do Cabo";"4";"2024";0;1;3
134;8;6;"Campos dos Goytacazes";"4";"2024";0;2;3
135;36;6;"Itaocara";"4";"2024";0;0;3
136;36;6;"Aperibé";"4";"2024";0;1;3
136;36;6;"Santo Antônio de Pádua";"4";"2024";0;0;3
137;36;6;"Miracema";"4";"2024";0;0;3
138;29;6;"Laje do Muriaé";"4";"2024";0;0;3
139;29;6;"Porciúncula";"4";"2024";0;0;3
140;29;6;"Natividade";"4";"2024";0;0;3
140;29;6;"Varre-Sai";"4";"2024";0;0;3
141;8;6;"São Fidélis";"4";"2024";0;0;3
142;36;6;"Cambuci";"4";"2024";0;0;3
143;29;6;"Itaperuna";"4";"2024";0;0;3
143;29;6;"São José de Ubá";"4";"2024";0;0;3
144;29;6;"Bom Jesus do Itabapoana";"4";"2024";0;0;3
145;8;6;"São João da Barra";"4";"2024";0;0;3
146;8;6;"Campos dos Goytacazes";"4";"2024";0;1;3
147;8;6;"São Francisco de Itabapoana";"4";"2024";0;0;3
148;29;6;"Cardoso Moreira";"4";"2024";0;0;3
148;29;6;"Italva";"4";"2024";0;0;3
151;11;7;"Nova Friburgo";"4";"2024";1;0;3
152;11;7;"Duas Barras";"4";"2024";0;0;3
153;11;7;"Cantagalo";"4";"2024";0;0;3
154;11;7;"Cordeiro";"4";"2024";0;0;3
154;11;7;"Macuco";"4";"2024";0;0;3
155;36;6;"São Sebastião do Alto";"4";"2024";0;0;3
156;11;7;"Santa Maria Madalena";"4";"2024";0;0;3
157;11;7;"Trajano de Moraes";"4";"2024";0;0;3
158;11;7;"Bom Jardim";"4";"2024";0;0;3
159;35;4;"Cachoeiras de Macacu";"4";"2024";0;0;3
165;33;5;"Mangaratiba";"4";"2024";0;0;3
166;33;5;"Angra dos Reis";"4";"2024";0;1;3
167;33;5;"Paraty";"4";"2024";0;0;3
168;28;5;"Rio Claro";"4";"2024";0;0;3
1;5;1;"Rio de Janeiro";"3";"2024";0;0;3
4;5;1;"Rio de Janeiro";"3";"2024";0;0;3
5;5;1;"Rio de Janeiro";"3";"2024";0;1;3
6;4;1;"Rio de Janeiro";"3";"2024";0;1;3
7;5;1;"Rio de Janeiro";"3";"2024";0;0;3
9;2;1;"Rio de Janeiro";"3";"2024";0;0;3
10;2;1;"Rio de Janeiro";"3";"2024";0;0;3
11;23;1;"Rio de Janeiro";"3";"2024";0;0;3
12;19;1;"Rio de Janeiro";"3";"2024";0;0;3
13;19;1;"Rio de Janeiro";"3";"2024";0;0;3
14;23;1;"Rio de Janeiro";"3";"2024";0;0;3
15;23;1;"Rio de Janeiro";"3";"2024";0;0;3
16;31;2;"Rio de Janeiro";"3";"2024";0;0;3
17;4;1;"Rio de Janeiro";"3";"2024";0;0;3
18;6;1;"Rio de Janeiro";"3";"2024";0;0;3
19;6;1;"Rio de Janeiro";"3";"2024";0;0;3
20;6;1;"Rio de Janeiro";"3";"2024";0;0;3
21;22;1;"Rio de Janeiro";"3";"2024";0;1;3
22;16;1;"Rio de Janeiro";"3";"2024";0;0;3
23;3;1;"Rio de Janeiro";"3";"2024";0;1;3
24;3;1;"Rio de Janeiro";"3";"2024";0;0;3
25;3;1;"Rio de Janeiro";"3";"2024";0;0;3
26;3;1;"Rio de Janeiro";"3";"2024";0;0;3
27;41;2;"Rio de Janeiro";"3";"2024";0;0;3
28;18;2;"Rio de Janeiro";"3";"2024";0;0;3
29;9;2;"Rio de Janeiro";"3";"2024";0;0;3
30;9;2;"Rio de Janeiro";"3";"2024";0;0;3
31;41;2;"Rio de Janeiro";"3";"2024";0;0;3
32;18;2;"Rio de Janeiro";"3";"2024";1;1;3
33;14;2;"Rio de Janeiro";"3";"2024";0;0;3
34;14;2;"Rio de Janeiro";"3";"2024";0;1;3
35;40;2;"Rio de Janeiro";"3";"2024";0;1;3
36;27;2;"Rio de Janeiro";"3";"2024";0;1;3
37;17;1;"Rio de Janeiro";"3";"2024";0;0;3
38;16;1;"Rio de Janeiro";"3";"2024";0;0;3
39;41;2;"Rio de Janeiro";"3";"2024";0;0;3
40;9;2;"Rio de Janeiro";"3";"2024";0;0;3
41;18;2;"Rio de Janeiro";"3";"2024";0;0;3
42;31;2;"Rio de Janeiro";"3";"2024";0;2;3
43;27;2;"Rio de Janeiro";"3";"2024";0;0;3
44;3;1;"Rio de Janeiro";"3";"2024";0;1;3
48;24;3;"Seropédica";"3";"2024";0;0;3
50;24;3;"Itaguaí";"3";"2024";0;0;3
51;24;3;"Paracambi";"3";"2024";0;0;3
52;20;3;"Nova Iguaçu";"3";"2024";0;0;3
53;20;3;"Mesquita";"3";"2024";0;0;3
54;39;3;"Belford Roxo";"3";"2024";0;1;3
55;24;3;"Queimados";"3";"2024";0;0;3
56;20;3;"Nova Iguaçu";"3";"2024";0;0;3
57;20;3;"Nilópolis";"3";"2024";0;3;3
58;20;3;"Nova Iguaçu";"3";"2024";1;1;3
59;15;3;"Duque de Caxias";"3";"2024";1;0;3
60;15;3;"Duque de Caxias";"3";"2024";0;0;3
61;15;3;"Duque de Caxias";"3";"2024";0;0;3
62;15;3;"Duque de Caxias";"3";"2024";0;0;3
63;24;3;"Japeri";"3";"2024";0;0;3
64;21;3;"São João de Meriti";"3";"2024";0;0;3
65;34;3;"Magé";"3";"2024";0;0;3
66;34;3;"Magé";"3";"2024";0;2;3
67;34;3;"Guapimirim";"3";"2024";0;0;3
70;35;4;"Tanguá";"3";"2024";0;0;3
71;35;4;"Itaboraí";"3";"2024";0;0;3
72;7;4;"São Gonçalo";"3";"2024";0;0;3
73;7;4;"São Gonçalo";"3";"2024";0;0;3
74;7;4;"São Gonçalo";"3";"2024";0;0;3
75;7;4;"São Gonçalo";"3";"2024";0;0;3
76;12;4;"Niterói";"3";"2024";0;1;3
77;12;4;"Niterói";"3";"2024";0;0;3
78;12;4;"Niterói";"3";"2024";0;0;3
79;12;4;"Niterói";"3";"2024";0;0;3
81;12;4;"Niterói";"3";"2024";1;1;3
82;12;4;"Maricá";"3";"2024";1;1;3
88;10;5;"Barra do Piraí";"3";"2024";0;0;3
89;37;5;"Resende";"3";"2024";0;0;3
90;28;5;"Barra Mansa";"3";"2024";0;0;3
91;10;5;"Valença";"3";"2024";0;0;3
92;10;5;"Rio das Flores";"3";"2024";0;0;3
93;28;5;"Volta Redonda";"3";"2024";0;0;3
94;10;5;"Piraí";"3";"2024";0;0;3
95;10;5;"Vassouras";"3";"2024";0;0;3
96;10;5;"Miguel Pereira";"3";"2024";0;0;3
96;10;5;"Paty do Alferes";"3";"2024";0;1;3
97;10;5;"Mendes";"3";"2024";0;0;3
98;10;5;"Engenheiro Paulo de Frontin";"3";"2024";0;0;3
99;37;5;"Itatiaia";"3";"2024";0;1;3
100;37;5;"Porto Real";"3";"2024";0;0;3
100;37;5;"Quatis";"3";"2024";0;0;3
101;28;5;"Pinheiral";"3";"2024";0;0;3
104;30;7;"São José do Vale do Rio Preto";"3";"2024";0;0;3
105;26;7;"Petrópolis";"3";"2024";0;0;3
106;26;7;"Petrópolis";"3";"2024";1;2;3
107;38;7;"Paraíba do Sul";"3";"2024";0;0;3
108;38;7;"Areal";"3";"2024";0;0;3
108;38;7;"Comendador Levy Gasparian";"3";"2024";0;0;3
108;38;7;"Três Rios";"3";"2024";1;0;3
109;38;7;"Sapucaia";"3";"2024";0;0;3
110;30;7;"Teresópolis";"3";"2024";0;0;3
111;30;7;"Sumidouro";"3";"2024";0;0;3
112;30;7;"Carmo";"3";"2024";0;0;3
118;25;4;"Araruama";"3";"2024";0;0;3
119;35;4;"Rio Bonito";"3";"2024";0;1;3
120;35;4;"Silva Jardim";"3";"2024";0;0;3
121;32;6;"Casimiro de Abreu";"3";"2024";0;0;3
122;32;6;"Conceição de Macabu";"3";"2024";0;0;3
123;32;6;"Macaé";"3";"2024";0;1;3
124;25;4;"Saquarema";"3";"2024";1;0;3
125;25;4;"São Pedro da Aldeia";"3";"2024";0;0;3
126;25;4;"Cabo Frio";"3";"2024";0;0;3
127;25;4;"Armação dos Búzios";"3";"2024";0;0;3
128;32;6;"Rio das Ostras";"3";"2024";0;0;3
129;25;4;"Iguaba Grande";"3";"2024";0;0;3
130;32;6;"Carapebus";"3";"2024";0;0;3
130;32;6;"Quissamã";"3";"2024";0;0;3
132;25;4;"Arraial do Cabo";"3";"2024";0;0;3
134;8;6;"Campos dos Goytacazes";"3";"2024";0;1;3
135;36;6;"Itaocara";"3";"2024";0;0;3
136;36;6;"Aperibé";"3";"2024";0;0;3
136;36;6;"Santo Antônio de Pádua";"3";"2024";0;0;3
137;36;6;"Miracema";"3";"2024";0;0;3
138;29;6;"Laje do Muriaé";"3";"2024";0;0;3
139;29;6;"Porciúncula";"3";"2024";0;0;3
140;29;6;"Natividade";"3";"2024";0;0;3
140;29;6;"Varre-Sai";"3";"2024";0;0;3
141;8;6;"São Fidélis";"3";"2024";0;0;3
142;36;6;"Cambuci";"3";"2024";0;0;3
143;29;6;"Itaperuna";"3";"2024";0;0;3
143;29;6;"São José de Ubá";"3";"2024";0;0;3
144;29;6;"Bom Jesus do Itabapoana";"3";"2024";0;0;3
145;8;6;"São João da Barra";"3";"2024";0;0;3
146;8;6;"Campos dos Goytacazes";"3";"2024";0;1;3
147;8;6;"São Francisco de Itabapoana";"3";"2024";0;0;3
148;29;6;"Cardoso Moreira";"3";"2024";0;0;3
148;29;6;"Italva";"3";"2024";0;0;3
151;11;7;"Nova Friburgo";"3";"2024";0;0;3
152;11;7;"Duas Barras";"3";"2024";0;0;3
153;11;7;"Cantagalo";"3";"2024";0;0;3
154;11;7;"Cordeiro";"3";"2024";0;0;3
154;11;7;"Macuco";"3";"2024";0;0;3
155;36;6;"São Sebastião do Alto";"3";"2024";0;0;3
156;11;7;"Santa Maria Madalena";"3";"2024";0;0;3
157;11;7;"Trajano de Moraes";"3";"2024";0;0;3
158;11;7;"Bom Jardim";"3";"2024";0;0;3
159;35;4;"Cachoeiras de Macacu";"3";"2024";0;0;3
165;33;5;"Mangaratiba";"3";"2024";0;0;3
166;33;5;"Angra dos Reis";"3";"2024";1;0;3
167;33;5;"Paraty";"3";"2024";0;0;3
168;28;5;"Rio Claro";"3";"2024";0;0;3
1;5;1;"Rio de Janeiro";"2";"2024";0;0;3
4;5;1;"Rio de Janeiro";"2";"2024";0;0;3
5;5;1;"Rio de Janeiro";"2";"2024";0;1;3
6;4;1;"Rio de Janeiro";"2";"2024";0;0;3
7;5;1;"Rio de Janeiro";"2";"2024";0;0;3
9;2;1;"Rio de Janeiro";"2";"2024";0;0;3
10;2;1;"Rio de Janeiro";"2";"2024";0;0;3
11;23;1;"Rio de Janeiro";"2";"2024";0;0;3
12;19;1;"Rio de Janeiro";"2";"2024";0;0;3
13;19;1;"Rio de Janeiro";"2";"2024";0;0;3
14;23;1;"Rio de Janeiro";"2";"2024";0;0;3
15;23;1;"Rio de Janeiro";"2";"2024";0;0;3
16;31;2;"Rio de Janeiro";"2";"2024";0;1;3
17;4;1;"Rio de Janeiro";"2";"2024";0;0;3
18;6;1;"Rio de Janeiro";"2";"2024";0;0;3
19;6;1;"Rio de Janeiro";"2";"2024";0;0;3
20;6;1;"Rio de Janeiro";"2";"2024";0;0;3
21;22;1;"Rio de Janeiro";"2";"2024";0;0;3
22;16;1;"Rio de Janeiro";"2";"2024";0;0;3
23;3;1;"Rio de Janeiro";"2";"2024";0;0;3
24;3;1;"Rio de Janeiro";"2";"2024";0;0;3
25;3;1;"Rio de Janeiro";"2";"2024";0;0;3
26;3;1;"Rio de Janeiro";"2";"2024";1;0;3
27;41;2;"Rio de Janeiro";"2";"2024";0;0;3
28;18;2;"Rio de Janeiro";"2";"2024";0;1;3
29;9;2;"Rio de Janeiro";"2";"2024";0;1;3
30;9;2;"Rio de Janeiro";"2";"2024";0;0;3
31;41;2;"Rio de Janeiro";"2";"2024";0;0;3
32;18;2;"Rio de Janeiro";"2";"2024";0;2;3
33;14;2;"Rio de Janeiro";"2";"2024";0;0;3
34;14;2;"Rio de Janeiro";"2";"2024";0;1;3
35;40;2;"Rio de Janeiro";"2";"2024";1;2;3
36;27;2;"Rio de Janeiro";"2";"2024";0;0;3
37;17;1;"Rio de Janeiro";"2";"2024";0;0;3
38;16;1;"Rio de Janeiro";"2";"2024";0;0;3
39;41;2;"Rio de Janeiro";"2";"2024";0;0;3
40;9;2;"Rio de Janeiro";"2";"2024";0;0;3
41;18;2;"Rio de Janeiro";"2";"2024";0;0;3
42;31;2;"Rio de Janeiro";"2";"2024";0;0;3
43;27;2;"Rio de Janeiro";"2";"2024";0;0;3
44;3;1;"Rio de Janeiro";"2";"2024";0;0;3
48;24;3;"Seropédica";"2";"2024";0;0;3
50;24;3;"Itaguaí";"2";"2024";0;1;3
51;24;3;"Paracambi";"2";"2024";0;0;3
52;20;3;"Nova Iguaçu";"2";"2024";0;0;3
53;20;3;"Mesquita";"2";"2024";0;1;3
54;39;3;"Belford Roxo";"2";"2024";1;3;3
55;24;3;"Queimados";"2";"2024";0;0;3
56;20;3;"Nova Iguaçu";"2";"2024";0;2;3
57;20;3;"Nilópolis";"2";"2024";0;0;3
58;20;3;"Nova Iguaçu";"2";"2024";0;1;3
59;15;3;"Duque de Caxias";"2";"2024";1;2;3
60;15;3;"Duque de Caxias";"2";"2024";1;1;3
61;15;3;"Duque de Caxias";"2";"2024";0;0;3
62;15;3;"Duque de Caxias";"2";"2024";0;0;3
63;24;3;"Japeri";"2";"2024";0;0;3
64;21;3;"São João de Meriti";"2";"2024";0;1;3
65;34;3;"Magé";"2";"2024";0;0;3
66;34;3;"Magé";"2";"2024";0;1;3
67;34;3;"Guapimirim";"2";"2024";0;0;3
70;35;4;"Tanguá";"2";"2024";0;0;3
71;35;4;"Itaboraí";"2";"2024";0;0;3
72;7;4;"São Gonçalo";"2";"2024";0;0;3
73;7;4;"São Gonçalo";"2";"2024";0;1;3
74;7;4;"São Gonçalo";"2";"2024";0;1;3
75;7;4;"São Gonçalo";"2";"2024";0;0;3
76;12;4;"Niterói";"2";"2024";0;1;3
77;12;4;"Niterói";"2";"2024";0;0;3
78;12;4;"Niterói";"2";"2024";0;0;3
79;12;4;"Niterói";"2";"2024";0;0;3
81;12;4;"Niterói";"2";"2024";0;0;3
82;12;4;"Maricá";"2";"2024";1;1;3
88;10;5;"Barra do Piraí";"2";"2024";0;0;3
89;37;5;"Resende";"2";"2024";0;0;3
90;28;5;"Barra Mansa";"2";"2024";0;0;3
91;10;5;"Valença";"2";"2024";0;0;3
92;10;5;"Rio das Flores";"2";"2024";0;0;3
93;28;5;"Volta Redonda";"2";"2024";0;1;3
94;10;5;"Piraí";"2";"2024";0;0;3
95;10;5;"Vassouras";"2";"2024";0;0;3
96;10;5;"Miguel Pereira";"2";"2024";0;0;3
96;10;5;"Paty do Alferes";"2";"2024";0;0;3
97;10;5;"Mendes";"2";"2024";0;0;3
98;10;5;"Engenheiro Paulo de Frontin";"2";"2024";0;0;3
99;37;5;"Itatiaia";"2";"2024";0;1;3
100;37;5;"Porto Real";"2";"2024";0;0;3
100;37;5;"Quatis";"2";"2024";0;0;3
101;28;5;"Pinheiral";"2";"2024";0;0;3
104;30;7;"São José do Vale do Rio Preto";"2";"2024";0;0;3
105;26;7;"Petrópolis";"2";"2024";0;0;3
106;26;7;"Petrópolis";"2";"2024";0;0;3
107;38;7;"Paraíba do Sul";"2";"2024";0;0;3
108;38;7;"Areal";"2";"2024";0;0;3
108;38;7;"Comendador Levy Gasparian";"2";"2024";0;0;3
108;38;7;"Três Rios";"2";"2024";0;3;3
109;38;7;"Sapucaia";"2";"2024";0;0;3
110;30;7;"Teresópolis";"2";"2024";0;0;3
111;30;7;"Sumidouro";"2";"2024";0;0;3
112;30;7;"Carmo";"2";"2024";0;2;3
118;25;4;"Araruama";"2";"2024";0;1;3
119;35;4;"Rio Bonito";"2";"2024";0;1;3
120;35;4;"Silva Jardim";"2";"2024";0;0;3
121;32;6;"Casimiro de Abreu";"2";"2024";0;0;3
122;32;6;"Conceição de Macabu";"2";"2024";0;0;3
123;32;6;"Macaé";"2";"2024";0;1;3
124;25;4;"Saquarema";"2";"2024";1;3;3
125;25;4;"São Pedro da Aldeia";"2";"2024";0;0;3
126;25;4;"Cabo Frio";"2";"2024";0;0;3
127;25;4;"Armação dos Búzios";"2";"2024";0;0;3
128;32;6;"Rio das Ostras";"2";"2024";0;0;3
129;25;4;"Iguaba Grande";"2";"2024";0;0;3
130;32;6;"Carapebus";"2";"2024";0;0;3
130;32;6;"Quissamã";"2";"2024";0;0;3
132;25;4;"Arraial do Cabo";"2";"2024";0;0;3
134;8;6;"Campos dos Goytacazes";"2";"2024";0;2;3
135;36;6;"Itaocara";"2";"2024";0;0;3
136;36;6;"Aperibé";"2";"2024";0;0;3
136;36;6;"Santo Antônio de Pádua";"2";"2024";0;0;3
137;36;6;"Miracema";"2";"2024";0;0;3
138;29;6;"Laje do Muriaé";"2";"2024";0;0;3
139;29;6;"Porciúncula";"2";"2024";0;0;3
140;29;6;"Natividade";"2";"2024";0;0;3
140;29;6;"Varre-Sai";"2";"2024";0;0;3
141;8;6;"São Fidélis";"2";"2024";0;1;3
142;36;6;"Cambuci";"2";"2024";0;0;3
143;29;6;"Itaperuna";"2";"2024";0;0;3
143;29;6;"São José de Ubá";"2";"2024";0;0;3
144;29;6;"Bom Jesus do Itabapoana";"2";"2024";0;0;3
145;8;6;"São João da Barra";"2";"2024";0;0;3
146;8;6;"Campos dos Goytacazes";"2";"2024";0;0;3
147;8;6;"São Francisco de Itabapoana";"2";"2024";0;0;3
148;29;6;"Cardoso Moreira";"2";"2024";0;0;3
148;29;6;"Italva";"2";"2024";0;2;3
151;11;7;"Nova Friburgo";"2";"2024";0;2;3
152;11;7;"Duas Barras";"2";"2024";0;0;3
153;11;7;"Cantagalo";"2";"2024";0;0;3
154;11;7;"Cordeiro";"2";"2024";0;0;3
154;11;7;"Macuco";"2";"2024";0;0;3
155;36;6;"São Sebastião do Alto";"2";"2024";0;0;3
156;11;7;"Santa Maria Madalena";"2";"2024";0;0;3
157;11;7;"Trajano de Moraes";"2";"2024";0;0;3
158;11;7;"Bom Jardim";"2";"2024";0;0;3
